id,name,brand,categories,available,stock,regular_price,sales_price,discount,tier_prices,measure,product_url,image_url
10202,SABONETE PROTEX CREAM 85G,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,84.0,4.99,3.4,32.0,[],,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-cream-85g-10202,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_protex_cream_85g_606181c4-b0b3-4777-8c05-53d551ed15a5.jpg
21611,SABONETE PROTEX FRESH 85G,,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,41.0,4.99,3.4,32.0,[],un,https://www.goodbom.com.br/hortolandia/produto/m/sabonbprotex-antibac-linhaca-85g-21611,https://phygital-files.mercafacil.com/good-bom/uploads/produto/sabonete_em_barra_protex_fresh_85g_fc9aa90b-93b9-4ad2-9aee-c2c94252cdad.jpg
398,SABONETE PROTEX LIMPEZA PROFUNDA 85G,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,14.0,4.99,3.4,32.0,[],,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-limpeza-profunda-85g-398,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_protex_limpeza_profunda_85g_ee927d83-6736-416c-8ee1-ff00739c4360.jpg
27427,SABONETE PROTEX LIMPEZA PROFUNDA C/3 DE 85G LV+PG-,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,14.0,12.99,8.59,34.0,[],un,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-limpeza-profunda-envol85g-lvpg--27427,https://phygital-files.mercafacil.com/good-bom/uploads/produto/sabonete_protex_limpeza_profunda_c_3_de_85g_lv_pg__431c803b-5c9d-4eac-a7d5-4d7e30155c25.jpeg
6264,SABONETE PROTEX MEN SPORTS 85GR,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,19.0,4.99,3.4,32.0,[],,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-men-sports-85gr-6264,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_protex_for_men_sport_85g_ba1f881f-6a69-4a9c-8955-dbd73bd84676.jpg
21483,SABONETE PROTEX SUAVE 85G,Protex,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,33.0,4.99,3.4,32.0,[],,https://www.goodbom.com.br/hortolandia/produto/m/sabonprotex-suave-85g-21483,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_protex_suave_85g_2e63bbb4-4c16-4e2a-b30a-d529264dfecb.jpg
2585,SABONETE REXONA ANTIBAC FRESH 84G,Rexona,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,20.0,3.89,2.99,23.0,"[{""minimum_quantity"": 1, ""price"": 2.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonrexona-antibac-fresh-84g-2585,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_rexona_antibacteriano_84g_ffe29b12-6773-480c-8638-70ba8f18f1c5.jpg
10666,SABONETE REXONA ANTIBAC LIMPEZA PROFUNDA 84G,Rexona,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,73.0,3.89,2.99,23.0,"[{""minimum_quantity"": 1, ""price"": 2.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonrexona-antibac-limpeza-profunda-84g-10666,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_rexona_limpeza_profunda_elimina_99_das_bact_rias_84g_57324620-a806-43eb-ba8c-af7e6a4aa0fc.jpg
3534,SABONETE REXONA ANTIBAC MULTIVITAMINAS 84G,Rexona,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,80.0,3.89,2.99,23.0,"[{""minimum_quantity"": 1, ""price"": 2.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonrexona-antibac-multivitaminas-84g-3534,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_barra_antibacterial_multivitaminas_rexona_envolt_rio_84g_ced40aaa-3502-490c-9c27-20b55c9d89c8.png
23424,SABONETE REXONA BAMBOO FRESH 84G,Rexona,MERCEARIA | BANHO | FRIOS E LATICÍNIOS,True,140.0,3.89,2.99,23.0,"[{""minimum_quantity"": 1, ""price"": 2.99}]",,https://www.goodbom.com.br/hortolandia/produto/m/sabonrexona-bamboo-fresh-84g-23424,https://phygital-files.mercafacil.com/catalogo/uploads/produto/sabonete_em_barra_rexona_aloe_fresh_84g_51be83cb-c6d0-4bb4-a7bb-072b9afd22f9.jpg
